duration,num_voted_users,num_critic_for_reviews,num_user_for_reviews,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,movie_facebook_likes,imdb_score,gross,facenumber_in_poster,budget,title_year
96,198111,275,365,11000,19000,581,252,19894,14000,0.72,23213577,0,15500000,2008
112,53508,202,131,91,717,126,38,907,4000,0.77,211667,0,4200000000,2005
103,3803,24,41,170,849,623,269,2457,68,0.4900000000000001,2154540,2,45000000,1997
102,29968,90,117,6,711,683,584,2913,445,0.58,33864342,1,40000000,1999
127,515306,149,477,14000,11000,844,440,12884,7000,0.8300000000000001,197171806,5,48000000,1989
100,61321,127,217,31,947,742,591,2968,7000,0.62,63939454,3,35000000,2005
135,77029,149,466,36,894,345,106,1439,7000,0.54,31111260,0,60000000,2003
107,14982,97,128,460,14000,1000,490,16090,507,0.65,871527,2,25000000,2005
103,13874,81,52,20,512,316,125,1002,7000,0.67,26161406,2,15000000,2010
102,53115,63,282,133,2000,1000,690,5443,7000,0.38,33423521,1,35000000,1994
93,20176,112,73,11,443,298,271,1452,7000,0.6799999999999999,48430,1,500000,2010
103,53864,223,290,436,19000,961,437,20881,2000,0.48,19781879,1,60000000,2008
75,1428,19,21,45,5,2,429,7,178,0.7,203134,0,250000,1997
91,24834,57,168,6,904,471,459,3353,934,0.61,27052167,5,13000000,1998
132,62981,61,84,503,45000,13000,282,58528,7000,0.63,30306268,0,50000000,1995
139,19114,115,115,179,267,202,50,538,7000,0.64,4584886,0,45000000,2007
117,293304,534,552,66,15000,241,85,15554,65000,0.79,32279955,1,8500000,2014
89,42182,178,230,687,10000,787,389,12183,7000,0.48,42638165,1,16000000,2009
97,9338,100,167,710,497,347,258,1805,209,0.48,16779636,2,28000000,2000
95,376600,331,494,464,23000,17000,11000,54075,40000,0.77,32391374,43,7500000,2009
101,4719,73,24,22,918,624,558,3317,851,0.67,17655201,1,10000000,2008
122,9171,54,68,4,25,20,3,48,689,0.78,713413,1,4500000,1997
115,62037,49,148,541,8000,1000,442,10493,7000,0.6599999999999999,61490000,5,26000000,1990
90,40481,194,134,120,41,27,429,68,7000,0.78,2957978,0,1000000,2008
103,222018,242,869,91,611,422,157,1212,11000,0.72,103001286,0,15000000,1996
88,30055,105,70,8,12000,11000,8000,33822,593,0.5900000000000001,28133159,1,50000000,2006
113,62770,254,396,197,165,107,43,391,7000,0.6,10955425,1,30000000,2008
105,74169,154,112,153,4000,828,491,6727,17000,0.65,45290318,2,42000000,2012
103,61317,108,229,163,11000,2000,968,17533,7000,0.52,60400856,2,35000000,2001
120,69860,187,214,278,11000,2000,963,15226,7000,0.6599999999999999,112703470,2,85000000,2009
111,107801,46,109,425,743,394,344,2403,7000,0.6,91457688,4,26000000,1990
99,158354,397,691,91,2000,1000,828,5642,11000,0.6599999999999999,42057340,0,30000000,2009
132,12549,30,109,91,769,713,252,1936,883,0.6599999999999999,74787599,1,30000000,1991
88,17590,132,112,25,921,562,433,2652,7000,0.54,21379315,0,150000000,2011
112,300110,511,807,91,6000,960,697,9049,131000,0.75,137387272,0,20000000,2013
93,196422,170,444,83,26000,725,501,28767,7000,0.7,27829874,1,12000000,2006
105,115649,285,1033,160,852,521,491,2604,4000,0.5599999999999999,34014398,0,33000000,2006
88,4769,26,26,91,539,53,46,708,406,0.65,7137502,0,175000,1986
104,14429,48,113,212,879,560,380,2795,2000,0.63,21413502,5,40000000,1990
93,2265,18,37,9,23000,284,254,24436,839,0.39,4308981,2,24000000,1998
42,172,9,5,91,844,664,429,844,28,0.65,7518876,0,6000000,2008
106,91377,173,385,91,269,43,19,361,7000,0.77,13622333,1,2000000,2001
101,24019,149,199,176,3000,268,83,3431,983,0.71,12987647,2,30000000,2002
114,57363,60,308,91,10000,919,699,12097,10000,0.72,25600000,0,10000000,1983
97,111625,414,369,181,11000,820,748,14025,20000,0.62,14938570,1,15000000,2012
104,34561,80,116,54,901,857,775,5265,1000,0.55,139225854,0,60000000,2002
152,45031,128,376,91,940,826,745,4310,7000,0.6900000000000001,27796042,1,72000000,2001
131,57100,110,281,37,968,848,507,3012,7000,0.6900000000000001,18208078,3,60000000,2001
124,63067,152,533,213,838,593,372,2583,7000,0.67,52752475,0,50000000,2002
113,21352,218,131,33,40000,25000,11000,80806,30000,0.64,76846624,1,170000000,2016
130,128306,443,497,663,2000,638,604,5046,37000,0.65,93417865,2,190000000,2015
94,12466,64,84,39,1000,611,506,3664,304,0.55,32095318,0,45000000,2001
78,2787,43,64,7,308,249,142,1008,98,0.55,191309,1,150000,2004
100,15385,129,84,10,826,622,415,2958,7000,0.64,20566327,2,15000000,2016
90,4285,43,84,16,86,23,16,163,456,0.6599999999999999,85222,0,1100,2004
88,5431,45,50,269,1000,489,384,2557,204,0.53,20218,2,24000000,2001
100,60596,260,158,35,12000,10000,7000,32094,13000,0.5900000000000001,22525921,4,30000000,2013
109,76267,261,687,91,1000,649,597,3544,7000,0.6900000000000001,16901126,0,7000000,2005
102,29285,90,174,4,14000,394,112,14625,7000,0.54,5932060,0,35000000,2007
96,248468,341,545,1000,24000,11000,681,36093,7000,0.7,60338891,0,37000000,2008
98,67653,97,108,209,158,152,129,816,7000,0.62,58006147,2,23000000,2008
112,7025,111,26,9,61,9,4,76,7000,0.79,375723,1,4000000,2015
115,77493,196,527,91,1000,900,716,2990,6000,0.6799999999999999,2840417,0,31000000,1999
84,13210,77,138,2,787,555,472,2915,269,0.58,15712072,0,20000000,2004
86,813,24,6,11,185,62,18,299,135,0.6599999999999999,13751,0,11400000,2006
106,26846,102,193,357,23000,1000,883,26652,7000,0.5599999999999999,35007180,0,15000000,2000
101,36431,117,168,23,660,651,541,2177,1000,0.47,66002004,1,50000000,2005
101,34942,109,185,43,5000,618,432,6867,1000,0.58,34604054,2,30000000,2003
137,92781,251,320,143,14000,617,280,15337,5000,0.76,5459824,0,26000000,2006
110,88542,228,254,545,14000,8000,5000,27694,19000,0.58,20315324,8,75000000,2011
103,43442,135,146,14,865,826,624,3639,7000,0.62,13395939,4,60000000,2004
86,53118,117,221,10,12000,795,348,14146,7000,0.62,45860039,1,56000000,2004
108,132501,206,548,750,49000,20000,971,70996,7000,0.65,197992827,0,100000000,2006
107,307639,300,513,454,65,49,39,173,32000,0.8,7757130,1,15000000,2008
86,64190,148,129,33,15000,976,583,17396,16000,0.5599999999999999,27854896,1,17000000,2011
98,150618,257,195,16,16000,15000,12000,43286,28000,0.73,187165546,3,135000000,2013
90,444,14,5,7,890,597,424,3138,68,0.43,92362,7,1500000,2005
84,186,23,3,91,3,664,429,3,111,0.72,34151,0,450000,2015
127,254841,327,426,189,20000,929,544,22254,36000,0.71,85463309,1,110000000,2011
100,76770,170,203,11000,10000,1000,485,12258,7000,0.4900000000000001,43337279,2,60000000,2009
108,145974,238,611,58,14000,11000,838,26002,10000,0.63,143704210,1,52000000,2008
113,3203,27,85,7,11000,43,35,11116,650,0.65,4720371,2,7000000,2001
93,60062,233,351,27,960,664,49,1749,7000,0.5900000000000001,17427926,0,8000000,2008
117,172878,204,203,221,11000,3000,503,16325,19000,0.64,103028109,1,80000000,2011
85,4265,60,16,91,324,15,11,369,7000,0.63,4091,0,34000000,2013
114,36455,189,229,611,879,52,10,949,7000,0.7,6565495,2,45000000,2006
90,14280,62,41,68,17000,14000,642,32814,7000,0.51,28870,5,15000000,2011
104,2253,18,111,53,2000,595,576,4221,158,0.41,5974653,0,22000000,2001
93,72646,394,397,91,17000,13000,947,31187,7000,0.58,18934858,5,23000000,2011
90,85362,81,181,65,18000,769,730,20795,7000,0.6900000000000001,40485039,6,10000000,1989
123,133177,270,380,176,975,815,749,4825,24000,0.6599999999999999,159578352,7,43000000,2013
79,12561,45,102,73,1000,1000,112,2404,7000,0.6,2275557,2,8000000,1991
120,4257,54,52,278,844,766,387,3286,188,0.62,763044,4,23000000,2003
107,22639,153,217,80,2000,2000,841,5992,300,0.55,7156725,6,19000000,2006
93,9380,59,91,38,1000,641,631,4604,531,0.43,48114556,1,26000000,2004
140,17124,32,68,91,436,263,210,1394,949,0.6599999999999999,24276500,2,35000000,1992
104,58227,84,181,81,3000,643,612,5062,2000,0.54,47474112,0,90000000,1997
85,131,15,13,91,66,664,429,66,30,0.72,381225,0,200000,2004
84,40227,93,188,91,13000,4000,2000,22935,681,0.41,111760631,3,38000000,2003
125,3548,36,21,125,60,29,11,132,282,0.65,223878,1,5000000,2003
126,269033,186,817,13000,920,549,488,2725,12000,0.76,251188924,0,35000000,1989
121,53028,163,382,17000,12000,368,245,13040,7000,0.6799999999999999,16640210,0,55000000,1999
154,118483,198,674,333,22000,20000,16000,61110,7000,0.72,95632614,3,79000000,2003
105,8560,60,69,91,975,909,506,3580,177,0.5,10014234,1,65000000,2000
97,78883,252,662,91,654,529,233,1876,7000,0.62,20433940,8,15000000,2005
103,8307,129,37,593,374,362,241,1283,5000,0.6599999999999999,3093491,0,5000000,2014
112,76498,201,203,118,877,738,674,3432,15000,0.64,36665854,0,40000000,2011
98,1400,25,41,28,372,262,102,927,346,0.5,8000000,0,18000000,1981
135,5321,64,78,133,898,708,258,2096,356,0.67,1666262,0,16000000,2005
91,8023,54,49,38,17000,632,362,18711,591,0.52,16702864,0,18000000,2004
87,41509,311,300,13,463,400,308,1958,7000,0.5599999999999999,40990055,0,1800000,2010
122,534262,242,1314,91,326,326,54,809,39000,0.8400000000000001,33201661,0,77000000,2001
139,80429,226,156,777,131,66,58,343,37000,0.82,6857096,0,6800000,2010
169,881236,219,2277,14000,15000,14000,13000,44998,22000,0.86,216119491,2,70000000,1998
95,62861,69,232,15,1000,852,528,3092,7000,0.5900000000000001,51431160,2,20000000,2004
123,305008,403,591,508,34000,22000,14000,81385,52000,0.67,337103873,1,125000000,2014
91,6884,81,53,12000,778,327,213,1440,238,0.6599999999999999,154077,0,500000,2005
113,143137,174,602,350,1000,960,619,3141,10000,0.76,27277055,0,20000000,2000
149,99558,71,236,541,18000,11000,1000,31349,7000,0.74,108706165,3,40000000,1996
101,195255,173,170,136,833,543,526,3400,7000,0.6900000000000001,67266300,1,28000000,2008
37,113451,252,537,91,634,328,199,1347,7000,0.78,5923044,0,3600000,1987
122,23696,199,135,91,18000,1000,939,21163,7000,0.7,11538204,0,25000000,2010
96,11729,37,106,91,3000,2000,654,6861,645,0.6,15062898,0,14000000,1998
130,69457,105,271,46,387,244,162,1233,7000,0.67,51185897,1,30000000,1987
126,167967,131,243,98,18000,631,37,18726,20000,0.71,53680848,1,30000000,2007
85,98160,209,307,9,567,269,100,1145,7000,0.75,56068547,0,30000000,2005
80,2541,10,47,18,742,83,73,1088,408,0.72,669276,0,28000000,1993
117,12572,252,106,14000,535,400,358,1950,27000,0.6799999999999999,52792307,0,140000000,2016
95,172754,233,187,96,24000,11000,8000,46120,13000,0.73,148337537,3,130000000,2010
96,23345,105,167,845,978,968,488,3072,629,0.61,18967571,2,30000000,1998
123,151812,354,264,91,786,712,620,2501,48000,0.8400000000000001,7098492,2,500000,2011
88,4122,63,48,26,487,298,236,1495,7000,0.41,143000,0,5000000,2009
125,417971,246,902,6000,17,10,7,44,28000,0.86,10049886,0,19000000,2001
123,14062,134,82,64,808,720,637,5734,7000,0.5,22452209,0,18000000,2009
91,9903,33,80,91,636,330,298,1852,541,0.6,21370057,0,12000000,1992
97,260607,415,485,91,18000,572,372,19404,47000,0.79,5009677,0,5000000,2009
97,39541,120,334,212,960,917,637,3261,3000,0.53,23292105,0,20000000,2006
97,64742,64,111,11,901,775,595,2790,7000,0.64,144833357,0,22000000,1994
93,134458,179,640,91,13000,933,766,15716,5000,0.77,17096053,2,9000000,1998
109,18140,25,60,6,1000,745,271,2419,855,0.61,69800000,1,10000000,1980
123,225282,139,339,165,12000,878,744,15362,7000,0.6799999999999999,101087161,6,75000000,1997
116,7900,16,34,425,954,568,204,2179,263,0.5900000000000001,49851591,3,40000000,1986
99,31968,65,82,14,17000,826,633,19334,663,0.46,70163652,0,40000000,2006
115,479166,283,815,663,1000,723,55,1901,7000,0.8,261437578,0,92000000,2004
118,150764,215,318,154,3000,982,915,5637,7000,0.6599999999999999,101111837,3,80000000,2008
99,27548,105,209,148,2000,843,660,6729,7000,0.52,73701902,1,60000000,2004
135,610568,205,1171,2000,1000,592,535,2827,29000,0.82,170708996,0,58000000,2001
113,172112,291,181,22,3000,1000,1000,8398,39000,0.67,56724080,7,50000000,2012
99,37412,190,178,81,327,253,135,960,7000,0.5700000000000001,25117498,0,40000000,2007
87,9010,30,199,67,871,118,67,1111,7000,0.51,33349949,0,2500000,2012
105,746,35,27,39,267,225,183,1231,88,0.65,3123749,8,1500000,2005
86,47227,228,323,17,520,270,205,1520,7000,0.52,17683670,0,5000000,2011
155,145257,67,322,58,25000,11000,720,38518,7000,0.6900000000000001,165500000,0,48000000,1991
99,69484,225,323,24,18000,992,864,20276,28000,0.5900000000000001,62401264,3,60000000,2016
123,69355,211,211,368,933,194,114,1286,10000,0.62,30688364,0,28000000,2014
103,667983,213,877,608,2000,617,576,3698,18000,0.8099999999999999,125603360,1,60000000,1998
106,32357,92,199,68,835,601,391,2110,3000,0.6799999999999999,410241,0,2000000,2002
101,29990,131,316,61,769,692,611,2543,7000,0.71,2060953,0,12000000,1999
106,220591,175,641,487,685,485,263,1942,17000,0.78,12339633,2,36000000,1997
112,273921,393,522,1000,10000,1000,719,12687,36000,0.75,31494270,0,60000000,2010
114,14786,36,103,61,20000,797,407,22040,638,0.61,18653615,2,23000000,1999
93,586,29,9,91,58,2,2,62,7000,0.74,155984,0,160000,2009
100,6304,87,21,3,74,52,9,143,7000,0.72,513836,1,4600000,2010
90,116910,152,520,91,4000,899,826,7103,7000,0.72,4859475,0,6000000,1999
101,24012,167,126,10,1000,668,472,3142,7000,0.51,11956207,2,16000000,2009
99,44394,62,115,91,664,655,186,2010,7000,0.58,44450000,1,27000000,1994
135,26156,152,74,419,398,149,7,569,7000,0.73,128486,0,10000000,2008
108,10832,60,102,25,1000,115,94,1263,7000,0.67,6000000,0,18000000,1981
119,214091,212,330,6000,23000,713,422,24263,13000,0.82,4710455,0,24000000,2004
107,225102,197,862,91,1000,596,577,3066,16000,0.78,45506619,3,26000000,2000
92,307029,266,360,54,11000,967,562,12754,6000,0.76,215395021,0,130000000,2008
103,5863,133,25,6,7000,1000,935,9660,7000,0.65,532988,0,7000000,2015
96,8391,39,75,6,206,192,38,493,7000,0.62,5430822,0,7000000,1992
123,44168,116,216,7,931,754,692,2912,989,0.62,40334024,3,35000000,2001
80,910,16,11,8,2000,245,183,2459,7000,0.5700000000000001,2833383,1,427000,2012
94,29971,97,71,32,1000,626,453,3436,7000,0.54,24268828,4,28000000,2010
194,793059,315,2528,91,29000,14000,794,45223,26000,0.77,658672302,0,200000000,1997
90,31489,328,140,26,1000,442,429,1442,7000,0.73,3442820,0,8000000,2015
96,40883,219,122,7,874,668,642,3151,11000,0.6799999999999999,50807639,3,60000000,2014
104,4195,38,86,122,22000,472,458,23461,392,0.67,3386698,1,1000000,1998
109,32370,74,196,19,1000,762,568,4231,7000,0.6900000000000001,52277485,1,35000000,2003
91,61151,195,134,19,968,934,260,2528,7000,0.6900000000000001,12055108,0,8000000,2008
156,211765,343,546,91,891,882,738,3244,17000,0.67,105219735,0,200000000,2010
145,16995,99,163,317,876,219,70,1282,7000,0.73,13038660,1,25000000,1999
90,17725,33,157,38,214,115,69,587,1000,0.6799999999999999,1310270,0,780000,2003
123,11600,56,64,92,1000,886,849,5306,7000,0.67,70492685,5,17000000,2013
91,71137,190,229,27,12000,970,925,17299,7000,0.6599999999999999,73661010,0,75000000,2006
100,14747,85,338,38,811,586,362,2497,858,0.41,11576087,3,30000000,1999
108,270238,391,452,655,24000,10000,940,35209,19000,0.74,83813460,0,25000000,2009
110,63599,120,208,134,23000,1000,795,25049,7000,0.58,18472363,3,50000000,2005
100,294810,324,387,15,799,553,284,2036,29000,0.78,200807262,1,260000000,2010
97,44151,112,110,25,517,86,57,745,7000,0.79,3629758,0,5500000,2004
92,11283,87,155,2,783,659,5,1447,7000,0.77,1677838,0,1000000,2006
121,142115,210,614,163,723,651,482,3189,7000,0.62,80150343,0,10000000,2006
101,73368,198,248,50,22000,14000,1000,38809,7000,0.6,40076438,2,60000000,2008
100,76560,161,322,91,436,399,210,1395,7000,0.63,35096190,1,60000000,2003
82,3135,38,78,12,23,12,8,49,184,0.6599999999999999,25571351,0,14000000,2002
92,1153,10,15,22,2,664,429,2,238,0.5700000000000001,2119994,0,19000000,1993
97,54190,242,183,482,852,542,482,2426,29000,0.61,52200504,0,10000000,2015
78,5178,91,101,56,376,346,184,1144,132,0.63,2882062,2,150000,2000
96,3611,52,62,2,960,12,429,972,131,0.27,3713002,1,8000000,2003
134,183909,207,666,123,14000,850,567,17159,7000,0.67,57637485,0,105000000,2004
89,327367,433,918,91,19000,11000,903,32325,83000,0.64,126546825,0,40000000,2014
190,170684,223,867,91,599,399,215,1418,7000,0.76,124107476,0,48000000,2000
112,86205,208,232,192,1000,915,844,3185,5000,0.62,30691439,0,35000000,2008
117,313866,517,549,235,2000,2000,680,5730,61000,0.74,180191634,6,130000000,2015
144,148238,201,529,2000,680,655,537,2523,7000,0.8,61644321,0,88000000,2005
112,2004,17,32,12,33000,1000,699,35294,183,0.61,13134,2,500000,2002
135,49300,134,265,138,324,192,184,1013,892,0.62,32598931,1,65000000,2000
117,58222,106,331,99,596,265,165,1293,7000,0.71,67325559,0,20000000,2003
107,54643,173,335,161,21000,826,549,22974,7000,0.74,19389454,5,55000000,2000
112,11983,111,147,52,15000,1000,347,16692,365,0.67,6830957,3,21000000,2002
86,2133,33,31,8,759,638,428,2805,182,0.63,185577,1,4000000,1999
116,732212,198,809,91,1000,690,459,3230,39000,0.85,210609762,0,19000000,1985
112,15352,184,82,97,577,416,231,1341,7000,0.7,6615578,2,13000000,2009
136,96385,76,119,218,11000,691,400,12226,7000,0.7,37901509,1,70000000,1997
74,17307,87,186,188,11000,1000,865,13917,892,0.65,7262288,2,40000000,2002
86,266636,181,385,35,851,436,179,1777,7000,0.6900000000000001,193136719,0,75000000,2005
92,28805,49,159,13,11000,489,301,12687,1000,0.5900000000000001,28972187,1,13000000,2002
135,46221,91,141,91,13000,936,913,16762,7000,0.71,45856732,1,40000000,1997
108,21409,18,63,7,699,63,51,936,7000,0.6799999999999999,54215416,1,6500000,1987
125,39306,63,119,91,939,255,237,1748,7000,0.6599999999999999,45645204,2,30000000,1989
114,44979,98,298,118,489,93,40,679,7000,0.7,12831121,0,30000000,2004
101,67707,136,202,4000,17000,14000,539,32232,7000,0.61,28045540,0,65000000,2005
95,118684,363,447,89,16000,517,263,17471,24000,0.7,1028658,0,3000000,2010
91,5613,51,102,4,33,3,429,36,7000,0.67,124494,1,2000000,1998
136,263329,257,899,91,19000,12000,3000,34839,7000,0.6900000000000001,35799026,1,126000000,2005
92,1768,27,37,4,754,324,311,1891,208,0.5599999999999999,3060858,4,10000000,1987
103,115813,276,216,214,7000,468,424,8375,22000,0.74,21501098,1,5000000,2013
87,87451,212,660,26,827,825,566,3144,7000,0.33,40198710,0,100000000,2004
91,57281,167,350,50,521,108,67,758,7000,0.65,66790248,0,45000000,2002
177,56403,79,376,91,766,674,582,4346,7000,0.6,17593391,1,80000000,1997
110,219171,173,388,12000,10000,1000,555,13069,19000,0.6900000000000001,176781728,2,15000000,1986
114,10791,76,39,92,940,706,436,3565,464,0.53,42168445,3,35000000,2008
106,10104,50,69,8,748,656,521,3956,265,0.5700000000000001,64955956,4,18000000,2004
95,66308,125,225,163,14000,799,650,16884,7000,0.55,113006880,0,56000000,2005
93,31209,118,106,18,9000,2000,903,13403,7000,0.61,50818750,0,60000000,2008
76,2724,24,53,9,595,417,47,1139,436,0.28,11144518,0,15000000,1998
135,411164,300,1303,91,24000,11000,4000,43388,7000,0.73,373377893,1,200000000,2004
107,42144,161,213,69,310,219,206,1352,690,0.61,36279230,0,60000000,2006
87,33884,91,79,41,1000,692,574,3287,266,0.46,112950721,0,72000000,2001
120,15079,131,79,91,1000,901,886,6212,1000,0.61,16284360,1,21000000,2008
96,56264,226,166,460,14000,153,73,14372,7000,0.63,3074838,2,11000000,2009
117,119807,144,340,69,10000,1000,1000,14486,7000,0.6,116643346,1,80000000,2003
88,1194,22,8,38,331,212,211,1546,324,0.62,76382,2,15000,2009
95,21212,52,107,91,899,849,650,3092,3000,0.67,7881335,4,13000000,1994
103,54242,156,145,189,2000,1000,949,4662,14000,0.6599999999999999,34290142,8,19800000,2014
100,44931,188,100,212,2000,1000,919,5890,7000,0.73,10991381,1,35000000,2009
119,133367,299,363,209,1000,896,521,3284,7000,0.73,49024969,0,25000000,2007
86,1038,17,21,204,659,529,474,2322,51,0.65,334041,3,500000,1997
95,44208,192,117,91,20000,329,20,20364,7000,0.67,866778,3,10000000,2007
113,55441,258,165,108,1000,100,22,1136,7000,0.6900000000000001,31146570,3,20000000,2010
120,55630,171,200,52,553,214,134,1082,7000,0.67,18317151,1,35000000,2007
84,8265,49,20,23,1000,927,706,4815,545,0.5900000000000001,10017041,3,3000000,2009
90,46158,99,403,16,44,28,16,132,7000,0.51,24430272,3,43000000,2002
163,176936,298,824,14000,745,486,412,2529,7000,0.76,47379090,0,70000000,2005
107,14580,35,252,6,23000,813,522,26017,7000,0.72,819939,2,850000,2003
121,264533,187,609,83,3000,460,242,4142,12000,0.8099999999999999,23472900,1,17500000,2004
105,39778,138,172,488,15000,14000,13000,44037,11000,0.54,20991497,1,37000000,2015
124,189683,192,559,91,6000,979,430,7567,7000,0.77,16248701,0,20000000,2003
128,86152,227,411,521,591,249,249,2100,7000,0.64,72515360,1,80000000,2005
115,5254,71,92,187,14000,900,887,17104,141,0.65,403932,4,20000000,2000
100,8983,44,84,91,995,879,745,3952,316,0.47,11466088,0,71000000,1997
97,2103,56,11,43,144,63,47,326,675,0.53,52961,1,8000000,2014
109,105568,185,533,260,9000,844,592,11736,7000,0.73,34468224,2,4500000,2003
90,12519,63,112,49,12000,215,191,12776,853,0.5900000000000001,5108820,5,24000000,2000
94,79141,127,355,160,550,216,167,1102,2000,0.65,32003620,1,25000000,2004
133,13543,34,94,10,690,24,19,774,7000,0.76,9910,15,25000000,2004
95,35888,163,125,434,1000,622,472,2618,7000,0.55,8460995,3,10000000,2010
108,306320,451,736,13000,40000,25000,11000,79957,24000,0.65,334185206,0,200000000,2010
130,213668,119,270,99,11000,1000,812,13357,7000,0.78,183875760,1,44000000,1993
103,4952,29,32,249,2000,298,261,3089,7000,0.58,8691,1,4500000,2014
111,12937,136,73,15,1000,767,121,2140,7000,0.75,7691700,2,10000000,2010
111,3479,54,87,35,980,505,482,3166,180,0.73,985341,0,500000,1999
103,49077,142,475,15,723,552,172,1615,7000,0.63,6061759,0,17000000,2005
112,26720,120,196,460,990,900,395,2820,920,0.77,4306697,0,5000000,1997
98,13174,94,81,129,749,252,221,2214,7000,0.72,1754319,0,10000000,2011
107,183208,362,337,563,40000,1000,939,43291,26000,0.72,123207194,0,135000000,2011
108,21998,110,227,631,631,199,95,1023,7000,0.6799999999999999,26525834,1,30000000,1998
99,1658,72,12,17,31,17,16,81,543,0.61,22770,0,5500000,2013
90,45859,119,340,378,957,925,658,4611,7000,0.75,18621249,9,6000000,2000
116,114294,196,187,51,18000,11000,465,30571,12000,0.63,54414716,7,42000000,2014
97,22748,29,41,420,695,635,585,2530,666,0.61,41067398,2,25000000,1997
125,20307,169,165,608,979,594,579,3133,7000,0.77,3753806,1,11000000,2004
135,229823,436,504,209,10000,826,602,12175,31000,0.67,113165635,0,125000000,2012
76,4423,88,57,129,52,44,26,132,594,0.67,255352,2,300000,2006
100,781,25,20,91,655,476,359,1906,157,0.63,2148212,0,7000000,1999
91,2941,23,11,7,12000,3000,875,16118,370,0.55,19348,2,10000000,2009
136,534658,320,3597,91,20000,14000,1000,37723,13000,0.65,474544677,1,115000000,1999
114,4293,69,53,22,572,548,413,1776,235,0.6900000000000001,2353728,5,20000000,2003
105,165792,391,392,20,22000,982,844,26233,44000,0.67,26589953,1,10500000,2010
92,57578,61,210,15,633,403,49,1168,7000,0.6799999999999999,11806119,1,1100000,1988
110,6147,92,36,278,3000,602,181,3785,7000,0.54,263365,2,20000000,2010
109,8904,12,31,309,592,556,279,1620,7000,0.5900000000000001,27515786,0,14000000,1993
102,55895,31,115,6,3000,2000,165,5433,7000,0.6799999999999999,59847242,1,16500000,1991
154,60988,70,199,14000,852,581,271,2592,6000,0.78,94175854,0,15000000,1985
87,11403,90,150,91,975,537,503,3059,795,0.62,1276984,2,10000000,2000
106,65044,180,173,309,327,73,63,561,13000,0.5,28064226,1,35000000,2011
118,44913,93,181,49,11000,216,155,11662,3000,0.6,16252765,1,42000000,2001
161,52339,66,200,521,11000,920,184,12518,7000,0.72,87100000,0,31000000,1985
103,78343,60,139,357,2000,663,40,2710,7000,0.64,51317350,0,57000000,1996
88,21359,110,270,152,935,448,181,1855,7000,0.53,19170001,0,2800000,1988
132,8429,149,62,14,52,32,3,91,7000,0.77,119922,0,12000000,2009
72,11634,85,58,91,3000,455,384,4480,227,0.54,47887943,0,20000000,2003
114,3740,52,61,46,818,649,292,1778,314,0.5599999999999999,6543194,1,34000000,2000
76,4564,33,43,14,1000,811,636,3752,227,0.5900000000000001,13684949,0,3000000,2002
171,131217,82,380,91,2000,650,638,4074,7000,0.76,54222000,0,69500000,1989
87,92106,84,171,10,13000,1000,349,14574,2000,0.5700000000000001,53715611,1,63000000,1988
100,39331,100,481,532,4000,796,711,6046,7000,0.63,9801782,0,10000000,1998
99,152826,310,253,473,14000,897,502,16184,19000,0.58,83640426,0,150000000,2012
100,4654,81,46,24,15000,1000,851,18786,18000,0.67,55461307,9,20000000,2016
99,213863,313,310,119,600,346,174,1375,59000,0.64,59617068,0,65000000,2012
91,22800,40,133,909,909,91,42,1048,667,0.75,6706368,0,160000,1989
87,43485,138,327,28,426,359,217,1472,7000,0.54,30000000,0,2200000,1985
133,249688,326,548,131,8000,1000,733,10565,93000,0.78,124868837,0,12000000,2014
98,181058,211,674,70,1000,847,591,3345,7000,0.67,53302314,1,23000000,2000
94,11212,69,94,906,2000,587,528,3917,874,0.52,36985501,0,26000000,2002
103,8215,90,132,45,489,181,107,949,445,0.5599999999999999,668171,0,60000000,2005
119,139535,259,632,91,13000,1000,639,15757,7000,0.73,24006726,8,50000000,2004
101,355810,270,889,36,7000,150,27,7227,15000,0.79,59889948,1,8000000,2006
104,18792,91,153,10,715,436,93,1315,1000,0.6599999999999999,1056102,0,5000000,2003
108,37714,173,204,191,597,541,336,1981,7000,0.71,19067631,1,2000000,2007
92,22521,160,342,13,42,27,17,170,1000,0.47,21300000,0,2200000,1985
88,91,12,4,91,268,44,3,318,27,0.61,58936,0,1200000,2001
129,23629,248,141,608,1000,579,386,2265,7000,0.73,3205244,0,10000000,2010
92,39247,279,131,394,13000,11000,565,25418,10000,0.5700000000000001,9483821,3,55000000,2012
95,35172,51,128,213,225,174,92,791,7000,0.61,94900000,0,4000000,1983
110,44723,151,130,17,11000,10000,418,21852,51000,0.76,56154094,0,20000000,2016
91,5312,32,40,10,890,578,574,3104,939,0.45,13571817,3,15600000,2002
123,5796,36,177,6,541,249,85,908,7000,0.63,13391174,0,20000000,2006
112,117927,264,501,357,5000,3000,595,9131,7000,0.52,102176165,2,145000000,2008
34,97,1,2,19,882,577,362,1967,16,0.71,333658,0,34000,1990
95,46417,133,297,91,934,655,643,3500,660,0.46,89808372,2,45000000,2003
97,56654,146,124,20,21000,569,442,22577,7000,0.7,3950294,5,12000000,2007
164,12980,52,89,767,358,223,162,1334,845,0.74,26400000,0,16000000,1984
100,1489,9,40,91,250,89,51,454,133,0.67,902835,2,250000,2001
