color,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes
Color,48,104,212,380,879,21413502,14429,2795,5,113,English,USA,R,40000000,1990,560,0.63,2000
Color,18,93,9,254,23000,4308981,2265,24436,2,37,English,USA,PG,24000000,1998,284,0.39,839
Color,9,42,91,429,844,7518876,172,844,0,5,English,UK,R,6000000,2008,664,0.65,28
Color,173,106,91,19,269,13622333,91377,361,1,385,Spanish,Mexico,R,2000000,2001,43,0.77,7000
Color,149,101,176,83,3000,12987647,24019,3431,2,199,English,UK,R,30000000,2002,268,0.71,983
Color,60,114,91,699,10000,25600000,57363,12097,0,308,English,USA,PG-13,10000000,1983,919,0.72,10000
Color,414,97,181,748,11000,14938570,111625,14025,1,369,English,USA,R,15000000,2012,820,0.62,20000
Color,80,104,54,775,901,139225854,34561,5265,0,116,English,USA,G,60000000,2002,857,0.55,1000
Color,128,152,91,745,940,27796042,45031,4310,1,376,English,USA,PG,72000000,2001,826,0.69,7000
Color,110,131,37,507,968,18208078,57100,3012,3,281,English,USA,R,60000000,2001,848,0.69,7000
Color,152,124,213,372,838,52752475,63067,2583,0,533,English,USA,R,50000000,2002,593,0.67,7000
Color,218,113,33,11000,40000,76846624,21352,80806,1,131,English,USA,PG,170000000,2016,25000,0.64,30000
Color,443,130,663,604,2000,93417865,128306,5046,2,497,English,USA,PG,190000000,2015,638,0.65,37000
Color,64,94,39,506,1000,32095318,12466,3664,0,84,English,USA,PG-13,45000000,2001,611,0.55,304
Color,43,78,7,142,308,191309,2787,1008,1,64,English,USA,R,150000,2004,249,0.55,98
Color,129,100,10,415,826,20566327,15385,2958,2,84,English,USA,R,15000000,2016,622,0.64,7000
Color,43,90,16,16,86,85222,4285,163,0,84,English,USA,PG,1100,2004,23,0.66,456
Color,45,88,269,384,1000,20218,5431,2557,2,50,English,USA,PG-13,24000000,2001,489,0.53,204
Color,260,100,35,7000,12000,22525921,60596,32094,4,158,English,USA,PG-13,30000000,2013,10000,0.59,13000
Color,261,109,91,597,1000,16901126,76267,3544,0,687,English,USA,R,7000000,2005,649,0.69,7000
Color,90,102,4,112,14000,5932060,29285,14625,0,174,English,UK,PG-13,35000000,2007,394,0.54,7000
Color,341,96,1000,681,24000,60338891,248468,36093,0,545,English,USA,R,37000000,2008,11000,0.7,7000
Color,97,98,209,129,158,58006147,67653,816,2,108,English,USA,PG-13,23000000,2008,152,0.62,7000
Color,111,112,9,4,61,375723,7025,76,1,26,Portuguese,Brazil,R,4000000,2015,9,0.79,7000
Color,196,115,91,716,1000,2840417,77493,2990,0,527,English,Canada,R,31000000,1999,900,0.68,6000
Color,77,84,2,472,787,15712072,13210,2915,0,138,English,USA,PG-13,20000000,2004,555,0.58,269
Color,24,86,11,18,185,13751,813,299,0,6,English,Australia,PG,11400000,2006,62,0.66,135
Color,102,106,357,883,23000,35007180,26846,26652,0,193,English,USA,PG-13,15000000,2000,1000,0.56,7000
Color,117,101,23,541,660,66002004,36431,2177,1,168,English,USA,G,50000000,2005,651,0.47,1000
Color,109,101,43,432,5000,34604054,34942,6867,2,185,English,USA,R,30000000,2003,618,0.58,1000
Color,251,137,143,280,14000,5459824,92781,15337,0,320,English,USA,R,26000000,2006,617,0.76,5000
Color,228,110,545,5000,14000,20315324,88542,27694,8,254,English,Germany,PG-13,75000000,2011,8000,0.58,19000
Color,135,103,14,624,865,13395939,43442,3639,4,146,English,UK,R,60000000,2004,826,0.62,7000
Color,117,86,10,348,12000,45860039,53118,14146,1,221,English,USA,PG-13,56000000,2004,795,0.62,7000
Color,206,108,750,971,49000,197992827,132501,70996,0,548,English,USA,PG,100000000,2006,20000,0.65,7000
Color,300,107,454,39,65,7757130,307639,173,1,513,English,UK,R,15000000,2008,49,0.8,32000
Color,148,86,33,583,15000,27854896,64190,17396,1,129,English,USA,PG-13,17000000,2011,976,0.56,16000
Color,257,98,16,12000,16000,187165546,150618,43286,3,195,English,USA,PG,135000000,2013,15000,0.73,28000
Color,14,90,7,424,890,92362,444,3138,7,5,English,USA,PG-13,1500000,2005,597,0.43,68
Color,23,84,91,429,3,34151,186,3,0,3,Hebrew,Israel,R,450000,2015,664,0.72,111
Color,327,127,189,544,20000,85463309,254841,22254,1,426,English,USA,PG-13,110000000,2011,929,0.71,36000
Color,170,100,11000,485,10000,43337279,76770,12258,2,203,English,USA,PG-13,60000000,2009,1000,0.49,7000
Color,238,108,58,838,14000,143704210,145974,26002,1,611,English,USA,PG-13,52000000,2008,11000,0.63,10000
Color,27,113,7,35,11000,4720371,3203,11116,2,85,English,USA,PG,7000000,2001,43,0.65,650
Color,233,93,27,49,960,17427926,60062,1749,0,351,English,USA,R,8000000,2008,664,0.59,7000
Color,204,117,221,503,11000,103028109,172878,16325,1,203,English,USA,PG-13,80000000,2011,3000,0.64,19000
Color,60,85,91,11,324,4091,4265,369,0,16,English,Belgium,R,34000000,2013,15,0.63,7000
Color,189,114,611,10,879,6565495,36455,949,2,229,Mandarin,China,R,45000000,2006,52,0.7,7000
Color,62,90,68,642,17000,28870,14280,32814,5,41,English,USA,R,15000000,2011,14000,0.51,7000
Color,18,104,53,576,2000,5974653,2253,4221,0,111,English,USA,PG-13,22000000,2001,595,0.41,158
Color,394,93,91,947,17000,18934858,72646,31187,5,397,English,Ireland,R,23000000,2011,13000,0.58,7000
Color,81,90,65,730,18000,40485039,85362,20795,6,181,English,USA,PG,10000000,1989,769,0.69,7000
Color,270,123,176,749,975,159578352,133177,4825,7,380,English,USA,R,43000000,2013,815,0.66,24000
Color,45,79,73,112,1000,2275557,12561,2404,2,102,English,USA,R,8000000,1991,1000,0.6,7000
Black and White,54,120,278,387,844,763044,4257,3286,4,52,English,Canada,R,23000000,2003,766,0.62,188
Color,153,107,80,841,2000,7156725,22639,5992,6,217,English,USA,PG-13,19000000,2006,2000,0.55,300
Color,59,93,38,631,1000,48114556,9380,4604,1,91,English,USA,PG,26000000,2004,641,0.43,531
Color,32,140,91,210,436,24276500,17124,1394,2,68,English,USA,R,35000000,1992,263,0.66,949
Color,84,104,81,612,3000,47474112,58227,5062,0,181,English,USA,PG-13,90000000,1997,643,0.54,2000
Color,15,85,91,429,66,381225,131,66,0,13,English,USA,R,200000,2004,664,0.72,30
Color,93,84,91,2000,13000,111760631,40227,22935,3,188,English,USA,PG,38000000,2003,4000,0.41,681
Color,36,125,125,11,60,223878,3548,132,1,21,Italian,Italy,R,5000000,2003,29,0.65,282
Color,186,126,13000,488,920,251188924,269033,2725,0,817,English,USA,PG-13,35000000,1989,549,0.76,12000
Color,163,121,17000,245,12000,16640210,53028,13040,0,382,English,USA,R,55000000,1999,368,0.68,7000
Color,198,154,333,16000,22000,95632614,118483,61110,3,674,English,USA,R,79000000,2003,20000,0.72,7000
Color,60,105,91,506,975,10014234,8560,3580,1,69,English,France,R,65000000,2000,909,0.5,177
Black and White,252,97,91,233,654,20433940,78883,1876,8,662,English,Canada,R,15000000,2005,529,0.62,7000
Color,129,103,593,241,374,3093491,8307,1283,0,37,English,USA,R,5000000,2014,362,0.66,5000
Color,201,112,118,674,877,36665854,76498,3432,0,203,English,France,PG-13,40000000,2011,738,0.64,15000
Color,25,98,28,102,372,8000000,1400,927,0,41,English,USA,PG,18000000,1981,262,0.5,346
Color,64,135,133,258,898,1666262,5321,2096,0,78,English,UK,PG-13,16000000,2005,708,0.67,356
Color,54,91,38,362,17000,16702864,8023,18711,0,49,English,USA,PG,18000000,2004,632,0.52,591
Color,311,87,13,308,463,40990055,41509,1958,0,300,English,France,PG-13,1800000,2010,400,0.56,7000
Black and White,242,122,91,54,326,33201661,534262,809,0,1314,French,France,R,77000000,2001,326,0.84,39000
Color,226,139,777,58,131,6857096,80429,343,0,156,French,Canada,R,6800000,2010,66,0.82,37000
Color,219,169,14000,13000,15000,216119491,881236,44998,2,2277,English,USA,R,70000000,1998,14000,0.86,22000
Color,69,95,15,528,1000,51431160,62861,3092,2,232,English,USA,PG,20000000,2004,852,0.59,7000
Color,403,123,508,14000,34000,337103873,305008,81385,1,591,English,USA,PG-13,125000000,2014,22000,0.67,52000
Color,81,91,12000,213,778,154077,6884,1440,0,53,English,USA,R,500000,2005,327,0.66,238
Color,174,113,350,619,1000,27277055,143137,3141,0,602,English,UK,R,20000000,2000,960,0.76,10000
Color,71,149,541,1000,18000,108706165,99558,31349,3,236,English,USA,R,40000000,1996,11000,0.74,7000
Color,173,101,136,526,833,67266300,195255,3400,1,170,English,Germany,R,28000000,2008,543,0.69,7000
Color,252,37,91,199,634,5923044,113451,1347,0,537,English,USA,NC-17,3600000,1987,328,0.78,7000
Color,199,122,91,939,18000,11538204,23696,21163,0,135,English,USA,PG-13,25000000,2010,1000,0.7,7000
Color,37,96,91,654,3000,15062898,11729,6861,0,106,English,USA,R,14000000,1998,2000,0.6,645
Color,105,130,46,162,387,51185897,69457,1233,1,271,English,UK,PG,30000000,1987,244,0.67,7000
Color,131,126,98,37,18000,53680848,167967,18726,1,243,English,USA,PG-13,30000000,2007,631,0.71,20000
Color,209,85,9,100,567,56068547,98160,1145,0,307,English,UK,G,30000000,2005,269,0.75,7000
Color,10,80,18,73,742,669276,2541,1088,0,47,English,UK,G,28000000,1993,83,0.72,408
Color,252,117,14000,358,535,52792307,12572,1950,0,106,English,UK,PG,140000000,2016,400,0.68,27000
Color,233,95,96,8000,24000,148337537,172754,46120,3,187,English,USA,PG,130000000,2010,11000,0.73,13000
Color,105,96,845,488,978,18967571,23345,3072,2,167,English,USA,R,30000000,1998,968,0.61,629
Color,354,123,91,620,786,7098492,151812,2501,2,264,Persian,Iran,PG-13,500000,2011,712,0.84,48000
Color,63,88,26,236,487,143000,4122,1495,0,48,English,USA,R,5000000,2009,298,0.41,7000
Color,246,125,6000,7,17,10049886,417971,44,0,902,Japanese,Japan,PG,19000000,2001,10,0.86,28000
Color,134,123,64,637,808,22452209,14062,5734,0,82,English,USA,PG,18000000,2009,720,0.5,7000
Color,33,91,91,298,636,21370057,9903,1852,0,80,English,USA,R,12000000,1992,330,0.6,541
Color,415,97,91,372,18000,5009677,260607,19404,0,485,English,UK,R,5000000,2009,572,0.79,47000
Color,120,97,212,637,960,23292105,39541,3261,0,334,English,USA,PG-13,20000000,2006,917,0.53,3000
Color,64,97,11,595,901,144833357,64742,2790,0,111,English,USA,PG,22000000,1994,775,0.64,7000
Color,179,93,91,766,13000,17096053,134458,15716,2,640,English,USA,R,9000000,1998,933,0.77,5000
Color,25,109,6,271,1000,69800000,18140,2419,1,60,English,USA,R,10000000,1980,745,0.61,855
Color,139,123,165,744,12000,101087161,225282,15362,6,339,English,USA,R,75000000,1997,878,0.68,7000
Color,16,116,425,204,954,49851591,7900,2179,3,34,English,USA,PG,40000000,1986,568,0.59,263
Color,65,99,14,633,17000,70163652,31968,19334,0,82,English,USA,PG-13,40000000,2006,826,0.46,663
Color,283,115,663,55,1000,261437578,479166,1901,0,815,English,USA,PG,92000000,2004,723,0.8,7000
Color,215,118,154,915,3000,101111837,150764,5637,3,318,English,USA,PG-13,80000000,2008,982,0.66,7000
Color,105,99,148,660,2000,73701902,27548,6729,1,209,English,USA,PG,60000000,2004,843,0.52,7000
Color,205,135,2000,535,1000,170708996,610568,2827,0,1171,English,USA,PG-13,58000000,2001,592,0.82,29000
Color,291,113,22,1000,3000,56724080,172112,8398,7,181,English,USA,R,50000000,2012,1000,0.67,39000
Color,190,99,81,135,327,25117498,37412,960,0,178,English,USA,R,40000000,2007,253,0.57,7000
Color,30,87,67,67,871,33349949,9010,1111,0,199,English,USA,PG,2500000,2012,118,0.51,7000
Color,35,105,39,183,267,3123749,746,1231,8,27,English,USA,R,1500000,2005,225,0.65,88
Color,228,86,17,205,520,17683670,47227,1520,0,323,English,USA,PG-13,5000000,2011,270,0.52,7000
Color,67,155,58,720,25000,165500000,145257,38518,0,322,English,USA,PG-13,48000000,1991,11000,0.69,7000
Color,225,99,24,864,18000,62401264,69484,20276,3,323,English,UK,R,60000000,2016,992,0.59,28000
Color,211,123,368,114,933,30688364,69355,1286,0,211,English,USA,PG-13,28000000,2014,194,0.62,10000
Color,213,103,608,576,2000,125603360,667983,3698,1,877,English,USA,PG,60000000,1998,617,0.81,18000
Color,92,106,68,391,835,410241,32357,2110,0,199,English,USA,R,2000000,2002,601,0.68,3000
Color,131,101,61,611,769,2060953,29990,2543,0,316,English,Czech Republic,R,12000000,1999,692,0.71,7000
Color,175,106,487,263,685,12339633,220591,1942,2,641,English,USA,PG-13,36000000,1997,485,0.78,17000
Color,393,112,1000,719,10000,31494270,273921,12687,0,522,English,USA,PG-13,60000000,2010,1000,0.75,36000
Color,36,114,61,407,20000,18653615,14786,22040,2,103,English,USA,PG-13,23000000,1999,797,0.61,638
Color,29,93,91,2,58,155984,586,62,0,9,English,USA,R,160000,2009,2,0.74,7000
Color,87,100,3,9,74,513836,6304,143,1,21,French,France,R,4600000,2010,52,0.72,7000
Color,152,90,91,826,4000,4859475,116910,7103,0,520,English,USA,R,6000000,1999,899,0.72,7000
Color,167,101,10,472,1000,11956207,24012,3142,2,126,English,USA,R,16000000,2009,668,0.51,7000
Color,62,99,91,186,664,44450000,44394,2010,1,115,English,Canada,R,27000000,1994,655,0.58,7000
Color,152,135,419,7,398,128486,26156,569,0,74,Korean,South Korea,R,10000000,2008,149,0.73,7000
Color,60,108,25,94,1000,6000000,10832,1263,0,102,English,USA,PG,18000000,1981,115,0.67,7000
Color,212,119,6000,422,23000,4710455,214091,24263,0,330,Japanese,Japan,PG,24000000,2004,713,0.82,13000
Color,197,107,91,577,1000,45506619,225102,3066,3,862,English,UK,PG-13,26000000,2000,596,0.78,16000
Color,266,92,54,562,11000,215395021,307029,12754,0,360,English,USA,PG,130000000,2008,967,0.76,6000
Color,133,103,6,935,7000,532988,5863,9660,0,25,English,USA,PG-13,7000000,2015,1000,0.65,7000
Color,39,96,6,38,206,5430822,8391,493,0,75,English,UK,R,7000000,1992,192,0.62,7000
Color,116,123,7,692,931,40334024,44168,2912,3,216,English,USA,PG-13,35000000,2001,754,0.62,989
Color,16,80,8,183,2000,2833383,910,2459,1,11,English,USA,R,427000,2012,245,0.57,7000
Color,97,94,32,453,1000,24268828,29971,3436,4,71,English,USA,PG,28000000,2010,626,0.54,7000
Color,315,194,91,794,29000,658672302,793059,45223,0,2528,English,USA,PG-13,200000000,1997,14000,0.77,26000
Color,328,90,26,429,1000,3442820,31489,1442,0,140,English,USA,R,8000000,2015,442,0.73,7000
Color,219,96,7,642,874,50807639,40883,3151,3,122,English,USA,PG,60000000,2014,668,0.68,11000
Color,38,104,122,458,22000,3386698,4195,23461,1,86,English,USA,R,1000000,1998,472,0.67,392
Color,74,109,19,568,1000,52277485,32370,4231,1,196,English,USA,PG,35000000,2003,762,0.69,7000
Color,195,91,19,260,968,12055108,61151,2528,0,134,English,USA,R,8000000,2008,934,0.69,7000
Color,343,156,91,738,891,105219735,211765,3244,0,546,English,USA,PG-13,200000000,2010,882,0.67,17000
Color,99,145,317,70,876,13038660,16995,1282,1,163,English,USA,R,25000000,1999,219,0.73,7000
Color,33,90,38,69,214,1310270,17725,587,0,157,English,USA,PG-13,780000,2003,115,0.68,1000
Color,56,123,92,849,1000,70492685,11600,5306,5,64,English,USA,R,17000000,2013,886,0.67,7000
Color,190,91,27,925,12000,73661010,71137,17299,0,229,English,USA,PG,75000000,2006,970,0.66,7000
Color,85,100,38,362,811,11576087,14747,2497,3,338,English,USA,PG-13,30000000,1999,586,0.41,858
Color,391,108,655,940,24000,83813460,270238,35209,0,452,English,USA,R,25000000,2009,10000,0.74,19000
Color,120,110,134,795,23000,18472363,63599,25049,3,208,English,USA,PG-13,50000000,2005,1000,0.58,7000
Color,324,100,15,284,799,200807262,294810,2036,1,387,English,USA,PG,260000000,2010,553,0.78,29000
Color,112,97,25,57,517,3629758,44151,745,0,110,French,France,PG-13,5500000,2004,86,0.79,7000
Color,87,92,2,5,783,1677838,11283,1447,0,155,English,USA,PG,1000000,2006,659,0.77,7000
Color,210,121,163,482,723,80150343,142115,3189,0,614,English,USA,R,10000000,2006,651,0.62,7000
Color,198,101,50,1000,22000,40076438,73368,38809,2,248,English,USA,R,60000000,2008,14000,0.6,7000
Color,161,100,91,210,436,35096190,76560,1395,1,322,English,USA,PG-13,60000000,2003,399,0.63,7000
Color,38,82,12,8,23,25571351,3135,49,0,78,English,USA,G,14000000,2002,12,0.66,184
Color,10,92,22,429,2,2119994,1153,2,0,15,English,USA,G,19000000,1993,664,0.57,238
Color,242,97,482,482,852,52200504,54190,2426,0,183,English,Canada,PG-13,10000000,2015,542,0.61,29000
Color,91,78,56,184,376,2882062,5178,1144,2,101,English,USA,PG-13,150000,2000,346,0.63,132
Color,52,96,2,429,960,3713002,3611,972,1,62,English,USA,R,8000000,2003,12,0.27,131
Color,207,134,123,567,14000,57637485,183909,17159,0,666,English,USA,PG-13,105000000,2004,850,0.67,7000
Color,433,89,91,903,19000,126546825,327367,32325,0,918,English,France,R,40000000,2014,11000,0.64,83000
Color,223,190,91,215,599,124107476,170684,1418,0,867,English,USA,R,48000000,2000,399,0.76,7000
Color,208,112,192,844,1000,30691439,86205,3185,0,232,English,USA,R,35000000,2008,915,0.62,5000
Color,517,117,235,680,2000,180191634,313866,5730,6,549,English,USA,PG-13,130000000,2015,2000,0.74,61000
Color,201,144,2000,537,680,61644321,148238,2523,0,529,English,USA,PG-13,88000000,2005,655,0.8,7000
Color,17,112,12,699,33000,13134,2004,35294,2,32,English,USA,R,500000,2002,1000,0.61,183
Color,134,135,138,184,324,32598931,49300,1013,1,265,English,USA,R,65000000,2000,192,0.62,892
Black and White,106,117,99,165,596,67325559,58222,1293,0,331,English,USA,PG,20000000,2003,265,0.71,7000
Color,173,107,161,549,21000,19389454,54643,22974,5,335,English,USA,R,55000000,2000,826,0.74,7000
Color,111,112,52,347,15000,6830957,11983,16692,3,147,English,USA,PG-13,21000000,2002,1000,0.67,365
Color,33,86,8,428,759,185577,2133,2805,1,31,English,UK,R,4000000,1999,638,0.63,182
Color,198,116,91,459,1000,210609762,732212,3230,0,809,English,USA,PG,19000000,1985,690,0.85,39000
Color,184,112,97,231,577,6615578,15352,1341,2,82,English,Germany,R,13000000,2009,416,0.7,7000
Color,76,136,218,400,11000,37901509,96385,12226,1,119,English,USA,PG-13,70000000,1997,691,0.7,7000
Color,87,74,188,865,11000,7262288,17307,13917,2,186,English,USA,PG-13,40000000,2002,1000,0.65,892
Color,181,86,35,179,851,193136719,266636,1777,0,385,English,USA,PG,75000000,2005,436,0.69,7000
Color,49,92,13,301,11000,28972187,28805,12687,1,159,English,USA,PG-13,13000000,2002,489,0.59,1000
Color,91,135,91,913,13000,45856732,46221,16762,1,141,English,USA,PG-13,40000000,1997,936,0.71,7000
Color,18,108,7,51,699,54215416,21409,936,1,63,English,USA,PG-13,6500000,1987,63,0.68,7000
Color,63,125,91,237,939,45645204,39306,1748,2,119,English,USA,R,30000000,1989,255,0.66,7000
Color,98,114,118,40,489,12831121,44979,679,0,298,English,USA,PG-13,30000000,2004,93,0.7,7000
Color,136,101,4000,539,17000,28045540,67707,32232,0,202,English,USA,PG,65000000,2005,14000,0.61,7000
Color,363,95,89,263,16000,1028658,118684,17471,0,447,English,Spain,R,3000000,2010,517,0.7,24000
Color,51,91,4,429,33,124494,5613,36,1,102,English,USA,PG-13,2000000,1998,3,0.67,7000
Color,257,136,91,3000,19000,35799026,263329,34839,1,899,English,USA,PG-13,126000000,2005,12000,0.69,7000
Color,27,92,4,311,754,3060858,1768,1891,4,37,English,USA,R,10000000,1987,324,0.56,208
Color,276,103,214,424,7000,21501098,115813,8375,1,216,English,USA,PG-13,5000000,2013,468,0.74,22000
Color,212,87,26,566,827,40198710,87451,3144,0,660,English,USA,PG-13,100000000,2004,825,0.33,7000
Color,167,91,50,67,521,66790248,57281,758,0,350,English,USA,R,45000000,2002,108,0.65,7000
Color,79,177,91,582,766,17593391,56403,4346,1,376,English,USA,R,80000000,1997,674,0.6,7000
Color,173,110,12000,555,10000,176781728,219171,13069,2,388,English,USA,PG,15000000,1986,1000,0.69,19000
Color,76,114,92,436,940,42168445,10791,3565,3,39,English,USA,PG-13,35000000,2008,706,0.53,464
Black and White,50,106,8,521,748,64955956,10104,3956,4,69,English,USA,PG-13,18000000,2004,656,0.57,265
Color,125,95,163,650,14000,113006880,66308,16884,0,225,English,Canada,PG,56000000,2005,799,0.55,7000
Color,118,93,18,903,9000,50818750,31209,13403,0,106,English,UK,G,60000000,2008,2000,0.61,7000
Color,24,76,9,47,595,11144518,2724,1139,0,53,English,Canada,G,15000000,1998,417,0.28,436
Color,300,135,91,4000,24000,373377893,411164,43388,1,1303,English,USA,PG-13,200000000,2004,11000,0.73,7000
Color,161,107,69,206,310,36279230,42144,1352,0,213,English,USA,PG-13,60000000,2006,219,0.61,690
Color,91,87,41,574,1000,112950721,33884,3287,0,79,English,USA,PG,72000000,2001,692,0.46,266
Color,131,120,91,886,1000,16284360,15079,6212,1,79,English,USA,PG-13,21000000,2008,901,0.61,1000
Color,226,96,460,73,14000,3074838,56264,14372,2,166,English,USA,R,11000000,2009,153,0.63,7000
Color,144,117,69,1000,10000,116643346,119807,14486,1,340,English,USA,PG-13,80000000,2003,1000,0.6,7000
Color,22,88,38,211,331,76382,1194,1546,2,8,English,USA,R,15000,2009,212,0.62,324
Color,52,95,91,650,899,7881335,21212,3092,4,107,English,USA,R,13000000,1994,849,0.67,3000
Color,156,103,189,949,2000,34290142,54242,4662,8,145,English,USA,R,19800000,2014,1000,0.66,14000
Color,188,100,212,919,2000,10991381,44931,5890,1,100,English,UK,PG,35000000,2009,1000,0.73,7000
Color,299,119,209,521,1000,49024969,133367,3284,0,363,English,USA,R,25000000,2007,896,0.73,7000
Black and White,17,86,204,474,659,334041,1038,2322,3,21,English,USA,R,500000,1997,529,0.65,51
Color,192,95,91,20,20000,866778,44208,20364,3,117,English,Hong Kong,PG-13,10000000,2007,329,0.67,7000
Color,258,113,108,22,1000,31146570,55441,1136,3,165,English,USA,R,20000000,2010,100,0.69,7000
Color,171,120,52,134,553,18317151,55630,1082,1,200,English,USA,R,35000000,2007,214,0.67,7000
Color,49,84,23,706,1000,10017041,8265,4815,3,20,English,USA,R,3000000,2009,927,0.59,545
Color,99,90,16,16,44,24430272,46158,132,3,403,English,USA,R,43000000,2002,28,0.51,7000
Color,298,163,14000,412,745,47379090,176936,2529,0,824,English,France,R,70000000,2005,486,0.76,7000
Color,35,107,6,522,23000,819939,14580,26017,2,252,English,USA,R,850000,2003,813,0.72,7000
Color,187,121,83,242,3000,23472900,264533,4142,1,609,English,UK,PG-13,17500000,2004,460,0.81,12000
Color,138,105,488,13000,15000,20991497,39778,44037,1,172,English,USA,PG-13,37000000,2015,14000,0.54,11000
Color,192,124,91,430,6000,16248701,189683,7567,0,559,English,USA,R,20000000,2003,979,0.77,7000
Color,227,128,521,249,591,72515360,86152,2100,1,411,Aboriginal,UK,PG-13,80000000,2005,249,0.64,7000
Color,71,115,187,887,14000,403932,5254,17104,4,92,English,UK,R,20000000,2000,900,0.65,141
Color,44,100,91,745,995,11466088,8983,3952,0,84,English,USA,R,71000000,1997,879,0.47,316
Color,56,97,43,47,144,52961,2103,326,1,11,English,Spain,R,8000000,2014,63,0.53,675
Color,185,109,260,592,9000,34468224,105568,11736,2,533,English,USA,R,4500000,2003,844,0.73,7000
Color,63,90,49,191,12000,5108820,12519,12776,5,112,English,USA,R,24000000,2000,215,0.59,853
Color,127,94,160,167,550,32003620,79141,1102,1,355,English,USA,PG-13,25000000,2004,216,0.65,2000
Color,34,133,10,19,690,9910,13543,774,15,94,Swedish,Sweden,R,25000000,2004,24,0.76,7000
Color,163,95,434,472,1000,8460995,35888,2618,3,125,English,USA,R,10000000,2010,622,0.55,7000
Color,451,108,13000,11000,40000,334185206,306320,79957,0,736,English,USA,PG,200000000,2010,25000,0.65,24000
Color,119,130,99,812,11000,183875760,213668,13357,1,270,English,USA,PG-13,44000000,1993,1000,0.78,7000
Color,29,103,249,261,2000,8691,4952,3089,1,32,English,USA,R,4500000,2014,298,0.58,7000
Color,136,111,15,121,1000,7691700,12937,2140,2,73,French,France,PG-13,10000000,2010,767,0.75,7000
Color,54,111,35,482,980,985341,3479,3166,0,87,English,USA,R,500000,1999,505,0.73,180
Color,142,103,15,172,723,6061759,49077,1615,0,475,English,USA,PG-13,17000000,2005,552,0.63,7000
Color,120,112,460,395,990,4306697,26720,2820,0,196,English,Canada,R,5000000,1997,900,0.77,920
Color,94,98,129,221,749,1754319,13174,2214,0,81,English,USA,PG-13,10000000,2011,252,0.72,7000
Color,362,107,563,939,40000,123207194,183208,43291,0,337,English,USA,PG,135000000,2011,1000,0.72,26000
Color,110,108,631,95,631,26525834,21998,1023,1,227,English,USA,R,30000000,1998,199,0.68,7000
Color,72,99,17,16,31,22770,1658,81,0,12,Japanese,Japan,R,5500000,2013,17,0.61,543
Color,119,90,378,658,957,18621249,45859,4611,9,340,English,USA,PG-13,6000000,2000,925,0.75,7000
Color,196,116,51,465,18000,54414716,114294,30571,7,187,English,USA,R,42000000,2014,11000,0.63,12000
Color,29,97,420,585,695,41067398,22748,2530,2,41,English,USA,R,25000000,1997,635,0.61,666
Color,169,125,608,579,979,3753806,20307,3133,1,165,English,UK,R,11000000,2004,594,0.77,7000
Color,436,135,209,602,10000,113165635,229823,12175,0,504,English,USA,PG-13,125000000,2012,826,0.67,31000
Color,88,76,129,26,52,255352,4423,132,2,57,English,USA,R,300000,2006,44,0.67,594
Color,25,100,91,359,655,2148212,781,1906,0,20,English,USA,PG,7000000,1999,476,0.63,157
Color,23,91,7,875,12000,19348,2941,16118,2,11,English,USA,PG-13,10000000,2009,3000,0.55,370
Color,320,136,91,1000,20000,474544677,534658,37723,1,3597,English,USA,PG,115000000,1999,14000,0.65,13000
Black and White,69,114,22,413,572,2353728,4293,1776,5,53,French,France,PG-13,20000000,2003,548,0.69,235
Color,391,105,20,844,22000,26589953,165792,26233,1,392,English,USA,R,10500000,2010,982,0.67,44000
Color,61,92,15,49,633,11806119,57578,1168,1,210,English,USA,R,1100000,1988,403,0.68,7000
Color,92,110,278,181,3000,263365,6147,3785,2,36,English,USA,PG-13,20000000,2010,602,0.54,7000
Color,12,109,309,279,592,27515786,8904,1620,0,31,English,USA,R,14000000,1993,556,0.59,7000
Color,31,102,6,165,3000,59847242,55895,5433,1,115,English,USA,PG-13,16500000,1991,2000,0.68,7000
Color,70,154,14000,271,852,94175854,60988,2592,0,199,English,USA,PG-13,15000000,1985,581,0.78,6000
Color,90,87,91,503,975,1276984,11403,3059,2,150,English,France,R,10000000,2000,537,0.62,795
Color,180,106,309,63,327,28064226,65044,561,1,173,English,USA,PG-13,35000000,2011,73,0.5,13000
Color,93,118,49,155,11000,16252765,44913,11662,1,181,English,France,R,42000000,2001,216,0.6,3000
Color,66,161,521,184,11000,87100000,52339,12518,0,200,English,USA,PG,31000000,1985,920,0.72,7000
Color,60,103,357,40,2000,51317350,78343,2710,0,139,English,USA,PG-13,57000000,1996,663,0.64,7000
Color,110,88,152,181,935,19170001,21359,1855,0,270,English,USA,R,2800000,1988,448,0.53,7000
Black and White,149,132,14,3,52,119922,8429,91,0,62,Mandarin,China,R,12000000,2009,32,0.77,7000
Color,85,72,91,384,3000,47887943,11634,4480,0,58,English,USA,G,20000000,2003,455,0.54,227
Color,52,114,46,292,818,6543194,3740,1778,1,61,English,USA,PG-13,34000000,2000,649,0.56,314
Color,33,76,14,636,1000,13684949,4564,3752,0,43,English,USA,PG,3000000,2002,811,0.59,227
